split,learning_rate_mean,learning_rate_std,batch_size_mean,batch_size_std,epochs_mean,epochs_std,weight_decay_mean,weight_decay_std,fold_selected_threshold_mean,fold_selected_threshold_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,threshold_mean,threshold_std
val,4.031170288036927e-05,0.0,16.0,0.0,3.0,0.0,0.021233911067827616,0.0,0.398,0.07854934754662193,0.8963270525969701,0.00594981562274562,0.8635705874787464,0.010617131072944866,0.8717838451501063,0.007598953751823502,0.8676282381421665,0.007290946048257122,0.9624052004938891,0.002473483314369546,2943.2,24.7325696198353,284.0,24.849547279578356,264.2,15.61089363233252,1796.4,15.97811002590732,0.398,0.07854934754662193
