mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__class_weight,param_clf__penalty,param_preprocess__text__max_df,param_preprocess__text__max_features,param_preprocess__text__min_df,param_preprocess__text__ngram_range,param_preprocess__text__sublinear_tf,param_clf__l1_ratio,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_macro_f1,split1_test_macro_f1,split2_test_macro_f1,split3_test_macro_f1,split4_test_macro_f1,mean_test_macro_f1,std_test_macro_f1,rank_test_macro_f1,split0_train_macro_f1,split1_train_macro_f1,split2_train_macro_f1,split3_train_macro_f1,split4_train_macro_f1,mean_train_macro_f1,std_train_macro_f1
17.892820262908934,1.732714268740899,0.1232870101928711,0.04159584665420641,12.484909844460324,,l2,0.98,20000,5,"(1, 1)",False,,"{'clf__C': np.float64(12.484909844460324), 'clf__class_weight': None, 'clf__penalty': 'l2', 'preprocess__text__max_df': 0.98, 'preprocess__text__max_features': 20000, 'preprocess__text__min_df': 5, 'preprocess__text__ngram_range': (1, 1), 'preprocess__text__sublinear_tf': False}",0.7955748865355522,0.8154311649016641,0.7970877458396369,0.8044629349470499,0.8112351049744657,0.8047583674396739,0.0077345817257853805,1,0.8048319228405276,0.8205285802089736,0.8042172946905584,0.8215687201550754,0.8213880484114977,0.8145069132613265,0.008160408082471773,0.7762789011133948,0.7985202951914279,0.7799180533729433,0.7887072970013534,0.7953496616327886,0.7877548416623815,0.00857433278359361,1,0.7876217392247706,0.8051336102196696,0.7870463610027276,0.806352264185767,0.8062745586307035,0.7984857066527277,0.009117323966676638
341.65440330505373,38.23458727520808,0.09223518371582032,0.0025295185262455616,2.2173933930791443,,elasticnet,0.98,20000,2,"(1, 1)",True,0.7958637582367365,"{'clf__C': np.float64(2.2173933930791443), 'clf__class_weight': None, 'clf__l1_ratio': np.float64(0.7958637582367365), 'clf__penalty': 'elasticnet', 'preprocess__text__max_df': 0.98, 'preprocess__text__max_features': 20000, 'preprocess__text__min_df': 2, 'preprocess__text__ngram_range': (1, 1), 'preprocess__text__sublinear_tf': True}",0.7906580937972768,0.8127836611195158,0.7925491679273827,0.7986006051437217,0.8074522413466995,0.8004087538669193,0.008519001234042273,2,0.7982128504562432,0.8150442059477093,0.7978346177485698,0.8156115550092194,0.814249243570348,0.808190494546418,0.008313260538947742,0.7703926937866756,0.7948869847314786,0.7737845758842963,0.7818576403918716,0.790620931783587,0.7823085653155818,0.009403848092196236,2,0.7797816973466019,0.7985095749378088,0.7794347116896363,0.7992223147854824,0.7977762868847145,0.7909449171288487,0.009268325389558643
172.89815683364867,18.46949447071447,0.10844535827636718,0.023699931937069943,1.5302562995700701,,l1,1.0,20000,3,"(1, 1)",False,,"{'clf__C': np.float64(1.5302562995700701), 'clf__class_weight': None, 'clf__penalty': 'l1', 'preprocess__text__max_df': 1.0, 'preprocess__text__max_features': 20000, 'preprocess__text__min_df': 3, 'preprocess__text__ngram_range': (1, 1), 'preprocess__text__sublinear_tf': False}",0.7906580937972768,0.8120272314674736,0.791036308623298,0.7976550680786687,0.8065065254397579,0.7995766454812949,0.008475974340933102,3,0.7972672686870597,0.8105054134556285,0.7966999196255496,0.8112618788709753,0.8123108925869894,0.8056090746452405,0.007068259515521053,0.7706182705899987,0.794309202699826,0.7728833023766905,0.7810070603680432,0.7898611500987345,0.7817357972266585,0.009236980085321039,3,0.7789996857594446,0.7937108329441315,0.7785122768217001,0.7946427501286895,0.795791809540885,0.78833147103897,0.007847613909945143
173.06548166275024,19.024303307622905,0.10982918739318848,0.040082875885245256,0.9581094788919983,balanced,elasticnet,1.0,60000,2,"(1, 1)",True,0.6238017242196918,"{'clf__C': np.float64(0.9581094788919983), 'clf__class_weight': 'balanced', 'clf__l1_ratio': np.float64(0.6238017242196918), 'clf__penalty': 'elasticnet', 'preprocess__text__max_df': 1.0, 'preprocess__text__max_features': 60000, 'preprocess__text__min_df': 2, 'preprocess__text__ngram_range': (1, 1), 'preprocess__text__sublinear_tf': True}",0.7694780635400907,0.7980332829046899,0.7713691376701967,0.7902798789712556,0.7972385095517307,0.7852797745275927,0.012440773703115544,6,0.7798212850456243,0.7996312231100184,0.7799158432225427,0.8011914330291712,0.8026664145234493,0.7926452397861612,0.010476227156038033,0.7638690665301915,0.7926246183578625,0.7663505055985935,0.7842364742622983,0.7920260680028475,0.7798213465503586,0.01239605696350236,4,0.7747357308632511,0.7942292803906608,0.7748781847506312,0.7955876991877815,0.7971374019491695,0.7873136594282988,0.010253163236770191
25.4101722240448,1.5398008434377544,0.16418142318725587,0.004488908581862476,13.407343361949266,balanced,l2,1.0,20000,3,"(1, 2)",True,,"{'clf__C': np.float64(13.407343361949266), 'clf__class_weight': 'balanced', 'clf__penalty': 'l2', 'preprocess__text__max_df': 1.0, 'preprocess__text__max_features': 20000, 'preprocess__text__min_df': 3, 'preprocess__text__ngram_range': (1, 2), 'preprocess__text__sublinear_tf': True}",0.7600226928895613,0.7980332829046899,0.7683434190620272,0.7908472012102874,0.796860223188954,0.7828213638511039,0.01563519364155814,7,0.7793957732494917,0.8095598316864451,0.777835563330339,0.8123020188170772,0.8141546898638427,0.7986495753894391,0.016430237208976524,0.7543871836754145,0.792253822141753,0.7633384959868781,0.7847780263777673,0.7913523855381737,0.7772219827439973,0.01547189404849115,5,0.7746069843452579,0.8041635657858419,0.7730607262171458,0.8069209470457408,0.8085948632078972,0.7934694173203767,0.016102134187355545
1551.9681030750276,122.08347340511688,0.1857198715209961,0.03462365360771925,15.922610892912946,balanced,elasticnet,0.95,20000,3,"(1, 2)",True,0.21364247048639057,"{'clf__C': np.float64(15.922610892912946), 'clf__class_weight': 'balanced', 'clf__l1_ratio': np.float64(0.21364247048639057), 'clf__penalty': 'elasticnet', 'preprocess__text__max_df': 0.95, 'preprocess__text__max_features': 20000, 'preprocess__text__min_df': 3, 'preprocess__text__ngram_range': (1, 2), 'preprocess__text__sublinear_tf': True}",0.7600226928895613,0.7980332829046899,0.7681543116490166,0.7908472012102874,0.796860223188954,0.7827835423685019,0.01567035917715717,8,0.7790648196302775,0.8093234362441493,0.7777410051534206,0.8119237861094039,0.8139183055975794,0.7983942705469661,0.016393139800540333,0.7543871836754145,0.792253822141753,0.7631319847348437,0.784806122964103,0.7913523855381737,0.7771862998108575,0.015511888264977479,6,0.7742720247314341,0.8039236363437513,0.772951403062575,0.8065255856848133,0.8083482258495912,0.7932041751344329,0.01606430947915003
609.6391027927399,60.626443535344066,0.16391391754150392,0.01118734329363053,3.683151106517762,,l1,0.95,20000,5,"(1, 2)",True,,"{'clf__C': np.float64(3.683151106517762), 'clf__class_weight': None, 'clf__penalty': 'l1', 'preprocess__text__max_df': 0.95, 'preprocess__text__max_features': 20000, 'preprocess__text__min_df': 5, 'preprocess__text__ngram_range': (1, 2), 'preprocess__text__sublinear_tf': True}",0.7847957639939486,0.8090015128593041,0.7847957639939486,0.7984114977307111,0.8042368072630982,0.796248269168202,0.0099343975447382,4,0.7932485461680299,0.8134839960285566,0.7947141979102643,0.8162261831591887,0.8142965204236006,0.8063938887379279,0.010184404073367891,0.7626275822547379,0.7896473779100286,0.7641079852804646,0.7806690871240136,0.7856725133486502,0.776544909183579,0.011138812802289877,7,0.7732458116329948,0.795739835280384,0.7749294528841532,0.7989021488156206,0.7967429814935227,0.787912046021335,0.011346261244359963
287.5621648311615,42.659364897042636,0.2204957962036133,0.09684468312869597,1.5605705131325147,,l1,0.98,60000,5,"(1, 2)",True,,"{'clf__C': np.float64(1.5605705131325147), 'clf__class_weight': None, 'clf__penalty': 'l1', 'preprocess__text__max_df': 0.98, 'preprocess__text__max_features': 60000, 'preprocess__text__min_df': 5, 'preprocess__text__ngram_range': (1, 2), 'preprocess__text__sublinear_tf': True}",0.7817700453857791,0.8072995461422088,0.7830937972768532,0.7938729198184569,0.7996973709097787,0.7931467359066153,0.00973889995722158,5,0.788426079145194,0.8079523426788332,0.7899862890643469,0.8088033662710983,0.8078195915279879,0.800597533737492,0.009320191427950483,0.759167219710809,0.7876923992223162,0.7623298612165569,0.7754143748016731,0.7803801285374118,0.7729967966977535,0.010782946894989615,8,0.7676984546901712,0.7893137200760041,0.7695471039821197,0.7904793970884405,0.7894419385182092,0.7812961228709888,0.010372123482295287
19.302850675582885,2.6187840030087037,0.22278971672058107,0.09442685187948893,0.10397759697241077,balanced,l2,0.95,40000,3,"(1, 2)",True,,"{'clf__C': np.float64(0.10397759697241077), 'clf__class_weight': 'balanced', 'clf__penalty': 'l2', 'preprocess__text__max_df': 0.95, 'preprocess__text__max_features': 40000, 'preprocess__text__min_df': 3, 'preprocess__text__ngram_range': (1, 2), 'preprocess__text__sublinear_tf': True}",0.7244704992435703,0.7560514372163388,0.7356278366111951,0.7471633888048411,0.7599773028182334,0.7446580929388358,0.013113713898655743,9,0.7446929223204577,0.7587348115928325,0.7414306652167746,0.7614769987234646,0.7611573373676248,0.7534985470442309,0.008636017895024281,0.7200159676982985,0.7518508817880216,0.7317721701413606,0.7422924454558262,0.7555944287124325,0.7403051787591879,0.013080351471054682,9,0.7407421329478494,0.754330521758096,0.7375068072754944,0.7569199398461861,0.7565624387561256,0.7492123681167504,0.008347343715092286
10.60116686820984,1.6144538452001365,0.17066445350646972,0.009475574852164107,0.014407524139905934,balanced,l2,0.98,40000,3,"(1, 2)",False,,"{'clf__C': np.float64(0.014407524139905934), 'clf__class_weight': 'balanced', 'clf__penalty': 'l2', 'preprocess__text__max_df': 0.98, 'preprocess__text__max_features': 40000, 'preprocess__text__min_df': 3, 'preprocess__text__ngram_range': (1, 2), 'preprocess__text__sublinear_tf': False}",0.6909984871406959,0.6972390317700454,0.694213313161876,0.6928895612708018,0.70436920749007,0.6959419201666979,0.004678550571090375,11,0.6984539738073849,0.6971774384189873,0.6971774384189873,0.7002033000803745,0.6976172465960666,0.6981258794643601,0.0011385175046147201,0.6875442253739521,0.6946919101589977,0.6913762937454285,0.6902078144705364,0.7015261405600707,0.6930692768617971,0.004811067141926173,10,0.6956643796091475,0.6943508453765332,0.69446191312493,0.6972243023611733,0.6947217205864498,0.6952846322116468,0.001074450782654479
