split,learning_rate_mean,learning_rate_std,batch_size_mean,batch_size_std,epochs_mean,epochs_std,weight_decay_mean,weight_decay_std,warmup_ratio_mean,warmup_ratio_std,label_smoothing_factor_mean,label_smoothing_factor_std,hidden_dropout_prob_mean,hidden_dropout_prob_std,fold_selected_threshold_mean,fold_selected_threshold_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,threshold_mean,threshold_std
val,3.930307832703071e-05,0.0,32.0,0.0,5.0,0.0,0.062456575327916174,0.0,0.10387183009620649,0.0,0.0,0.0,0.1,0.0,0.352,0.23530830839560257,0.902719197918452,0.0047569631725550374,0.8625765187792023,0.013237693119218597,0.8929435706109299,0.012567970243569574,0.8773699270208825,0.005427954427819761,0.9680053915246134,0.0023040173222107253,2933.4,36.61010789385904,293.8,36.46505176192679,220.6,25.89015256810975,1840.0,25.942243542145693,0.352,0.23530830839560257
