split,learning_rate_mean,learning_rate_std,batch_size_mean,batch_size_std,epochs_mean,epochs_std,weight_decay_mean,weight_decay_std,fold_selected_threshold_mean,fold_selected_threshold_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,threshold_mean,threshold_std
val,2.5946573538779653e-05,3.788046498485219e-21,16.0,0.0,4.0,0.0,0.09656320330745594,0.0,0.29999999999999993,0.1835755975068582,0.8950788935953715,0.005668339070412833,0.8600965359268846,0.02229428239910952,0.8739200972286995,0.023292766821379124,0.8665141868452251,0.006382204963830173,0.9610575957145455,0.00332837252475841,2932.2,60.72643575906625,295.0,60.66712454039667,259.8,48.00208328812407,1800.8,48.017705068026736,0.29999999999999993,0.1835755975068582
